Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
TMEM9B,508,458,512,444,378,297,561,1021,446,863,3983,3432,3213,3590,3478,687,773,734,707,512,773
NRIP3,105,50,94,151,204,63,235,1057,295,965,90,64,49,104,96,317,348,294,338,170,242
PTPN2,2469,2043,2442,3315,2892,2770,236,448,234,415,1787,1382,1388,1388,1891,393,445,391,369,251,365
SCUBE2,156,276,204,235,124,121,1,5,0,3,2,0,0,4,6,5,2,6,6,3,3
EIF1AD,1484,1126,1483,1627,1022,638,366,558,241,452,1066,875,724,664,636,300,278,330,364,242,328
SMAD2,7113,8403,8189,10627,5295,4101,895,1198,859,1100,2988,2293,1894,1785,2065,756,791,828,813,344,763
EIF3F,8090,6790,8488,7563,5706,9065,598,737,454,639,7938,8660,9257,9294,9668,1096,1219,1158,1291,1116,1301
ZNF25,589,954,750,988,254,93,190,194,150,219,524,333,315,398,420,87,103,119,119,48,105
ARL 10.00,2053,2378,2793,2904,1023,308,152,239,33,157,272,292,274,253,193,89,68,71,96,9,62
CLTB,2028,1143,2135,1569,1885,3666,409,684,310,712,2773,2763,2329,1995,1980,372,304,458,442,424,454
PCSK1,88,344,333,611,459,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
LPL,568,298,510,478,401,1242,1037,9227,1056,12982,8638,7916,9555,10658,10427,13741,14528,15138,12185,4750,9645
RFESD,74,50,53,63,29,37,23,32,14,11,45,27,21,36,37,6,12,14,10,4,11
CCDC14,6609,9455,10414,13246,4620,3477,355,327,201,260,775,636,574,443,703,106,106,102,117,48,98
TBC1D10C,30,42,51,36,85,246,142,300,34,232,1247,1345,870,519,548,175,114,183,136,125,118
SART1,4982,3983,6085,5591,5475,10839,1040,1428,798,1452,3097,2751,2690,2616,2737,892,477,1036,981,781,972
PPP2R2D,2214,2273,2325,2850,1618,2788,414,549,293,441,1013,968,756,766,833,244,283,290,311,159,301
MCTP1,200,257,115,141,206,94,633,962,531,1249,718,551,579,650,682,235,260,262,295,105,267
POLD4,65,31,35,29,42,110,69,149,51,113,2827,2926,2848,2750,2947,785,795,953,824,935,903
LRRC25,13,14,0,2,5,42,1947,2325,1216,2062,8627,7830,5592,4379,4351,1141,1190,1292,1241,841,1177
DPP10,521,1230,1072,1155,377,376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCF1,81,76,45,37,70,192,2,12,7,14,0,0,1,0,0,2,0,0,0,0,0
TSGA10IP,88,170,209,215,192,124,0,8,0,3,110,69,52,32,45,4,1,7,4,2,3
GPR152,5,6,1,1,7,17,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0
UBQLNL,10,18,13,25,2,7,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0
UBQLN3,10,24,11,24,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PNLIP,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPT2,108,125,108,151,133,227,16,29,19,28,128,112,114,118,97,18,25,30,30,28,32
KCNE3,38,12,4,23,39,46,781,1067,344,669,4941,4413,5737,6641,7199,1012,1008,1176,1164,606,1039
CABP4,5,17,14,13,23,91,6,21,2,41,64,45,47,38,43,8,5,5,6,1,1
ALG10B,426,437,556,467,238,72,15,16,2,9,323,287,282,295,349,8,21,14,19,8,13
DRAP1,3070,1407,2380,2295,4689,9225,384,1084,379,1006,4931,4507,3795,3935,3686,1136,950,1336,1249,1373,1295
LONRF3,141,64,159,53,99,59,273,701,466,680,133,105,46,41,57,48,57,56,58,14,41
UCP3,108,122,134,253,64,38,8,20,12,14,19,30,24,31,27,3,8,5,5,2,4
UCP2,1115,708,1131,1366,757,1643,855,3274,312,3177,12100,13268,12871,12663,12967,3861,3915,4289,3636,2104,3353
PAAF1,951,1230,1330,1556,679,637,86,184,65,140,757,658,527,522,504,122,142,146,114,70,138
MRPL48,1077,687,834,737,825,561,81,140,59,110,880,718,499,356,360,75,94,91,81,108,89
RAB6A,5520,4295,5534,5166,3211,2534,1630,2264,1171,2265,8278,6061,5131,4830,4912,1500,1572,1725,1897,760,1611
P2RY2,25,19,20,41,22,10,80,103,36,31,8,8,3,6,1,5,1,4,5,3,3
FOSL1,236,35,38,49,1009,2125,18,54,77,103,183,210,81,34,17,40,35,22,23,14,23
ERCC4,1225,1129,1316,1262,794,784,212,329,105,234,923,728,674,748,680,159,188,199,228,79,173
SUGCT,182,340,287,440,112,177,11,2,7,8,7,6,7,8,4,5,5,4,5,8,3
CCDC85B,1328,580,961,825,1344,3591,113,240,83,236,2116,2433,1678,1320,1195,326,174,411,422,562,467
TMEM70,767,587,811,657,894,316,525,734,632,568,1235,1159,912,1031,933,431,520,525,484,338,467
RMI2,1152,743,1216,1126,897,2620,7,1,2,6,161,150,149,80,116,26,15,21,5,5,14
PRM1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOM1L2,1351,1434,1642,1687,525,1168,175,327,202,218,566,588,575,613,661,108,126,115,109,53,105
TEX26,15,4,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF77,319,418,471,519,251,398,19,29,21,13,122,96,87,107,89,37,29,38,32,18,27
GPR156,94,387,122,242,47,92,9,16,5,9,4,3,0,2,2,3,8,2,3,1,3
B3GNTL1,462,545,564,948,295,333,73,100,36,59,304,302,186,149,203,31,33,44,48,35,49
RBMXL3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MLXIP,3672,3339,4369,4379,2218,2927,1070,1462,535,972,3074,3418,3598,3409,3547,559,544,695,770,360,560
NR2F1,13016,9763,14039,11735,4274,301,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AURKAIP1,3063,1991,2970,3120,4458,5533,464,884,308,874,1895,2136,1633,1484,1409,522,406,587,562,624,591
TTLL11,217,229,305,270,178,126,44,56,14,53,263,290,256,234,206,58,52,53,62,40,49
EIF4E1B,1,0,6,1,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM5,498,422,328,439,335,467,0,2,3,2,1835,1591,1006,908,761,334,413,402,338,286,405
SLC35E3,702,1059,845,1162,481,424,353,537,391,479,332,338,323,422,379,118,151,134,136,75,139
PRIMA1,282,225,317,390,179,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF169,304,399,370,586,225,134,40,42,20,37,107,98,78,76,90,17,22,20,19,11,17
RUVBL1,4482,2842,4993,5119,4268,4431,90,259,65,297,1410,1014,506,358,390,253,260,303,235,155,246
SFN,23,27,15,12,66,814,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
MSRA,393,487,441,597,242,102,183,274,96,376,1542,1670,1362,1255,1248,271,305,303,343,213,293
CCDC168,32,23,24,25,30,61,0,4,0,2,5,3,1,1,1,1,0,1,0,0,1
CTDNEP1,1394,998,1227,1287,880,1234,591,889,507,812,6733,6385,6156,5997,6306,1105,1106,1190,1144,737,1165
ETV4,1012,712,553,707,1484,2185,0,0,0,0,103,29,8,0,0,1,0,2,8,1,2
SWI5,530,375,582,599,846,809,57,122,34,109,254,212,206,226,269,44,83,64,73,62,56
GAPT,22,1,0,0,0,0,155,43,21,58,3507,2346,2353,1907,2401,93,99,91,85,43,83
BAIAP2,1744,1589,2314,3066,2256,4747,426,825,465,541,2846,2823,3317,3553,4201,880,934,950,948,755,879
CALCB,42,46,38,23,42,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CREG2,31,218,154,156,70,73,5,3,4,7,8,19,22,70,55,0,3,2,1,0,1
HOXD8,111,84,3,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZDHHC21,2241,4649,3308,4784,1560,701,301,428,123,394,384,303,247,194,252,128,155,116,97,45,97
TSPEAR,20,46,8,39,17,51,0,0,0,2,0,0,0,1,0,2,3,1,3,1,3
PLEKHF2,415,311,326,318,294,476,463,609,539,640,1047,779,763,888,877,447,472,509,430,224,423
A2M,263,43,50,92,86,85,6820,16025,7548,10466,142352,128311,163880,231928,211012,81666,89996,92843,91856,34374,77762
ARL4D,353,192,253,262,393,1548,20,10,10,10,37,52,67,79,74,7,6,7,11,4,10
DOK7,6,22,20,12,15,72,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1
LRRN1,6680,12135,14017,13295,8319,7014,0,1,0,0,6,6,3,0,1,1,1,2,3,0,1
UBE2O,6172,7906,11613,13031,5952,7402,362,484,303,387,1370,1426,1197,1077,1048,375,359,449,419,179,404
KLHL38,4,1,1,1,0,9,1,2,6,3,0,0,1,0,2,1,1,2,1,0,0
UNC119B,3576,3141,5056,4392,2971,2626,204,226,145,188,1076,919,929,799,1037,227,223,262,282,113,267
DENND2C,129,117,86,167,173,301,6,0,6,5,45,34,44,50,54,6,4,7,11,0,3
PLEKHD1,8,23,16,19,27,41,1,0,3,0,0,0,0,1,1,0,0,0,2,0,0
ASCL3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
TUBB6,4274,3122,4987,6421,5476,4511,419,1149,590,1635,269,216,81,96,99,516,602,505,563,428,511
LYSMD3,1207,1218,1240,998,977,671,427,432,264,473,1205,761,690,654,675,239,234,256,321,80,255
AMIGO3,0,0,2,0,0,1,0,0,0,0,0,0,0,41,29,29,24,31,29,18,29
B3GALT6,1908,2055,2275,2854,1651,984,257,363,187,398,1259,1427,1059,869,777,406,382,440,495,399,450
ZNF613,750,643,841,719,433,740,51,60,40,56,261,242,224,241,281,50,56,38,61,27,56
TMPRSS7,4,14,8,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUPR1,74,4,10,43,83,50,295,422,227,300,48,52,149,254,227,0,2,0,1,1,0
JAKMIP2,3438,4060,5241,6897,3683,5607,215,691,145,408,7,11,14,10,7,166,194,199,167,69,104
MBLAC2,511,867,769,729,349,264,52,62,26,54,275,267,207,219,172,105,102,125,130,54,120
TPRN,1007,541,966,772,1112,2590,129,186,122,198,773,858,700,596,588,132,94,168,168,138,155
ZNF683,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35A4,2756,1808,2861,2491,1630,1505,812,1127,447,1120,4567,4406,3628,3286,3271,1080,1167,1275,1198,646,1108
IP6K1,2640,2530,3205,3682,1876,1140,762,947,643,735,1670,1744,1865,1997,2134,523,573,592,597,302,541
SSNA1,1353,660,1134,923,1219,1690,482,837,320,866,2044,2170,1775,1652,1653,480,415,487,474,419,505
CSTF3,3790,4040,4157,6070,4161,2739,171,358,148,334,1171,846,567,434,499,307,377,411,370,196,299
YES1,7358,4985,7127,7673,6848,3557,233,445,221,290,991,687,621,655,697,343,372,403,414,133,374
CHMP6,1205,932,1242,1118,700,1896,243,383,141,406,845,958,833,768,762,292,310,312,290,307,369
UFSP1,72,73,73,82,50,238,11,8,1,11,35,60,44,26,14,15,11,21,14,15,19
MC5R,3,3,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM39A,1537,1956,1454,1858,959,455,232,264,129,353,748,604,529,478,597,170,182,223,207,77,181
TCP11L1,1490,1595,2227,2417,1403,1063,142,194,76,233,1130,872,721,644,641,274,269,245,360,115,276
GPX2,6,12,12,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCDC57,2302,4248,4821,7839,1528,2580,361,514,156,460,817,998,742,678,756,160,121,157,151,68,113
HSF5,8,7,4,5,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXG1,108,164,110,23,110,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHK1,1059,428,651,472,384,811,301,890,257,1132,117,145,156,180,206,283,280,281,317,330,323
BNIP3,1494,4022,3086,2010,2427,3017,484,590,543,277,584,520,399,401,342,107,115,123,153,116,144
ENTHD1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MYPOP,559,306,535,543,408,493,97,136,82,154,887,826,667,642,605,73,45,62,64,38,43
CIDEA,0,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM4,700,2107,1767,2308,741,293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATAD5,3544,4975,4617,6741,3334,3155,34,56,17,57,255,190,213,155,166,36,32,41,47,12,33
SMIM19,811,691,882,719,725,846,132,194,128,128,949,717,757,838,944,151,181,186,164,139,179
ZNF404,103,41,107,4,1,15,11,33,9,18,52,40,30,40,68,4,6,7,5,4,4
RTTN,2351,3572,3061,4295,1384,1120,86,104,66,83,569,511,437,345,387,157,155,167,215,67,148
CTAGE15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0
ACBD7,189,157,318,212,209,151,0,0,1,0,3,0,6,0,4,6,2,2,7,1,2
ANAPC2,1441,1310,1749,2041,858,1760,359,670,368,530,1359,1521,1330,1163,1248,269,252,319,338,219,343
HMGB4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB8OS,1482,1456,1504,2434,1956,823,124,158,68,130,598,461,442,397,439,113,111,133,112,120,101
SLC35G1,664,712,652,789,389,292,57,33,22,24,118,137,96,86,80,14,12,13,25,10,20
SLC25A53,412,339,468,438,281,172,61,86,21,69,218,169,165,159,148,3,5,2,3,3,2
ZNF135,705,657,1227,36,26,413,0,0,0,0,2,1,3,1,0,1,0,2,1,0,3
FOXR1,1,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
COX8A,354,145,195,252,156,169,125,359,162,293,6442,6121,4510,3520,3537,1102,1141,1181,1105,1064,1138
TAC4,0,0,1,0,3,5,0,0,0,0,4,3,1,0,3,7,7,10,4,2,2
ZSCAN2,1545,1201,1472,1327,741,777,97,69,23,46,338,297,422,421,451,78,93,93,106,67,102
PRR18,10,6,10,9,11,30,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
B3GNT4,30,19,53,39,48,38,1,0,0,0,3,6,7,10,9,0,0,1,0,2,0
CDC26,716,279,565,370,829,497,32,28,21,35,734,570,522,588,619,190,217,189,136,193,155
HSD11B2,90,159,120,121,75,311,0,2,0,1,5,4,5,2,1,0,0,0,1,1,0
CRLF3,976,713,920,1250,1067,1003,299,430,157,354,2427,1783,1658,1847,2081,276,300,318,308,143,251
RNPEP,1713,1748,2059,3546,2154,1567,1675,2565,1026,2384,7835,7255,6007,4576,5112,1153,1238,1211,1201,806,1131
CEACAM20,5,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EID2,714,686,897,779,695,1432,40,60,32,72,692,666,531,473,499,139,107,149,166,106,137
DMRTA1,236,142,113,98,182,698,1,2,0,1,0,0,0,0,0,6,4,4,10,4,5
EID2B,225,261,270,213,118,157,5,14,10,18,84,60,67,60,88,16,15,9,12,16,12
GJC3,25,11,13,6,4,11,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
RIMS2,674,1145,1891,1484,760,2908,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0
KCMF1,3448,2930,3047,3633,3400,3414,579,901,486,816,1837,1462,1506,1529,1718,424,450,427,460,249,403
DNAJC30,423,430,472,403,252,646,67,106,26,94,527,571,487,364,336,152,150,181,156,123,180
SPRYD4,453,368,386,447,198,230,68,105,25,106,627,698,531,395,340,102,90,89,91,72,95
VPS37D,217,232,295,195,213,273,1,2,0,0,43,48,50,27,18,17,10,8,12,7,14
CLEC14A,21,17,19,12,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SYNE3,188,129,53,84,63,133,113,148,22,206,843,824,480,303,310,52,74,61,91,24,61
CLK2,3029,3961,4785,7223,3056,3652,372,478,334,365,1175,1291,1002,1005,1089,307,241,338,281,145,298
LPCAT4,740,923,899,1338,579,571,162,230,73,163,1133,1206,800,534,541,194,225,246,229,165,220
SLCO3A1,363,676,707,1203,575,239,199,255,116,268,359,326,432,516,616,61,54,77,49,27,28
ZNF575,80,43,57,45,26,58,15,24,3,19,56,70,69,67,68,14,22,21,17,14,8
WDR25,219,281,348,426,219,157,58,101,55,112,235,222,217,234,220,32,29,35,39,32,44
DIRAS1,587,527,746,631,436,218,68,214,171,301,15,23,70,120,116,222,164,169,187,118,184
PHLDB3,360,314,466,492,402,1144,40,45,28,50,111,112,92,85,74,16,8,18,17,12,9
PRR15,110,110,129,156,60,153,4,0,1,8,83,48,127,194,200,1,0,0,0,1,0
GNG7,364,282,382,368,181,323,19,16,37,27,441,685,1068,1692,1583,401,451,493,502,433,458
CNTD1,14,3,9,9,13,4,2,2,0,0,0,1,0,5,2,4,2,7,7,2,4
DCAF4L2,6,34,1,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CNBD1,5,13,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBTBD11,1369,2255,2495,2570,1111,637,2,0,0,0,7,15,13,6,3,1,0,1,3,0,1
B3GNT5,1631,1724,1954,1382,924,297,596,786,372,623,6151,4140,4234,4478,4570,1190,1442,1405,1562,596,1308
MAP3K19,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMNB2,21217,11721,23753,21098,21719,41036,517,941,375,956,3517,3187,2185,1318,1512,617,442,729,785,312,666
RMDN1,1304,1237,1345,1474,1025,736,295,440,171,440,1499,1143,949,801,952,352,451,414,366,218,377
MEX3C,5022,4980,5453,4786,4317,10081,256,360,184,282,1211,969,910,797,892,279,288,282,349,121,259
HORMAD2,6,14,4,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF152,884,1473,1345,1021,601,794,1,0,1,1,6,1,1,4,1,1,0,0,0,0,0
MYO1D,1050,842,780,930,558,2245,1184,2286,1728,1881,6545,6156,5494,5710,5284,1285,1291,1496,1233,470,954
FOXL1,56,83,35,46,45,89,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TGIF2LY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A,106,177,150,267,59,73,5,11,4,10,109,89,85,76,108,63,73,60,80,20,61
FOXC2,287,162,216,39,29,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,123,63,104,29,114,360,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CCDC121,288,187,262,232,231,424,16,35,8,29,61,44,78,93,112,11,18,15,8,11,11
ACSF3,1148,1767,1719,2470,724,877,266,402,181,359,1154,1284,1147,1138,1338,296,242,328,333,252,320
BOK,489,322,334,689,470,750,0,3,0,1,49,56,44,32,33,9,12,13,16,19,19
ZNF843,148,77,93,101,43,43,8,3,12,4,32,30,51,57,42,7,11,9,6,6,15
PFN4,21,25,38,40,15,25,1,2,1,3,1,1,4,3,3,9,5,3,7,8,7
TRIL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
MAGEB6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK5R1,910,1152,1310,1088,733,875,9,32,14,40,128,175,164,224,235,17,28,27,40,10,21
TCERG1L,1043,1321,1619,944,621,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCKAP5,1364,3241,2765,2611,595,166,24,34,29,72,1889,1578,1380,1279,1050,228,241,278,350,103,277
MAGEB18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUFY1,2754,3540,4452,5652,3164,4913,808,1052,798,1079,2009,1664,1598,1772,1948,799,658,844,895,464,844
BASP1,19810,16041,18744,11331,18343,33965,94,111,29,25,2240,2110,2201,2157,1937,7,6,12,6,4,2
DEFB103A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A3,870,1068,1256,1715,490,356,58,101,43,42,96,121,127,143,169,52,78,86,96,27,62
VSIG10,457,370,508,633,310,690,87,92,55,60,125,112,162,108,207,17,15,13,14,8,12
IRX5,1602,2226,2832,2664,1426,628,5,0,0,1,0,1,0,1,1,0,0,0,0,1,0
METRNL,803,541,600,561,595,1218,404,898,489,1046,3622,3506,2331,2113,2202,784,584,864,838,735,799
FAM91A1,2219,2799,2345,2483,1388,1587,1142,1494,887,1229,2944,2557,2288,2493,2768,570,622,597,610,209,520
WSB2,2616,1422,2139,1760,1345,1257,719,1407,964,1309,3100,2753,2455,2546,2582,842,853,883,1018,468,870
GRIN1,17,39,20,11,49,80,0,0,1,0,5,12,6,0,5,1,0,0,0,0,0
SOX11,24349,31616,36334,31178,18658,18721,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
TYMS,9042,4876,8381,7664,7225,7923,19,58,59,69,1764,1104,1001,113,435,73,114,90,91,51,66
PXMP2,95,95,82,144,53,83,1,0,1,0,224,198,198,156,133,78,85,117,116,92,147
TCEANC,253,263,316,354,264,75,43,86,36,77,305,221,221,272,292,60,78,47,70,39,58
PNMA1,4123,3749,5712,4005,2926,1662,638,1039,652,1040,1099,1097,963,940,879,652,616,704,683,355,663
MAMSTR,164,112,153,158,59,93,4,6,1,0,1,12,4,4,7,3,4,0,0,3,1
ANKLE2,6300,8990,8134,11614,4797,7988,583,812,496,850,1740,1723,1362,1343,1510,647,697,696,819,328,714
C8G,10,11,9,11,7,20,1,6,2,1,7,9,8,5,1,3,2,2,3,2,2
FUT2,2,2,4,2,7,39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
EFCAB5,110,88,97,189,109,68,3,2,0,1,8,0,5,4,6,1,0,1,3,0,1
GCNT4,12,24,12,44,44,43,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0
MUC20,53,168,66,166,101,56,22,63,19,28,19,26,23,42,36,2,2,3,3,1,1
THAP4,2313,1680,2084,2246,2445,2971,311,466,250,379,1199,1234,1082,982,1013,220,184,230,210,173,224
NFATC2IP,2032,2466,3147,4406,1663,2828,402,621,234,614,1640,1680,1332,1173,1308,291,248,326,362,137,287
LY6H,70,105,124,69,49,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIBIN,580,91,52,13,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FAM89B,190,81,118,99,44,44,20,20,14,34,2057,2249,1899,2101,2099,239,214,285,294,253,276
SHMT1,1034,1032,1538,2234,1235,1261,198,176,145,160,756,1001,1076,986,997,466,520,563,489,343,464
DPP7,442,501,456,298,188,627,1558,2547,1852,1928,5464,7432,7635,8067,7507,2161,1857,2615,2531,2436,2548
TRIM60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC24C,4793,5042,6768,7448,3622,2490,1766,2322,1421,2351,6296,5874,5106,4909,4963,1318,1268,1463,1494,704,1235
FMR1NB,2,5,7,4,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
SMCR8,1781,1957,2198,2486,1559,2275,2157,2743,1338,2307,4582,4384,4394,4280,4469,908,875,1055,1245,256,946
MTHFR,1533,2412,2468,4018,1403,2111,1117,1331,1257,1162,4959,5305,4810,4805,5117,1156,1173,1307,1294,583,1116
DEFB104B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAF1,2459,2053,2726,3124,2066,2513,241,339,134,263,1173,1424,1261,1027,937,227,228,268,289,196,294
MTX3,1786,2803,2495,2967,1615,790,140,138,41,127,530,445,342,305,351,78,68,58,95,31,66
TMEM80,622,638,813,1002,360,239,202,251,57,140,576,732,839,896,1014,103,137,105,124,71,130
SIX5,1513,1038,1799,1645,1173,4656,18,42,11,76,135,184,130,99,82,17,6,20,14,15,15
IFNW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO46,1501,1008,1642,1876,1033,1420,76,104,54,112,597,689,584,524,489,82,82,96,93,42,68
ZDHHC13,684,916,919,1184,499,446,81,83,50,108,368,304,274,202,247,41,51,47,41,46,37
SLC38A9,945,1292,1128,1570,765,270,210,219,152,235,585,479,515,511,593,172,242,210,223,110,186
ACER2,220,327,339,344,188,163,22,18,61,10,167,133,217,267,236,3,10,13,8,3,9
WDR73,1821,1972,2344,2696,1172,700,182,313,111,350,411,398,391,400,410,132,145,123,145,66,130
POLE,12215,15371,17297,25766,10127,18561,243,265,226,337,712,829,736,477,578,1160,1188,1501,2285,1068,2276
SCN4B,155,85,163,99,100,91,1,1,1,2,97,94,98,115,256,16,13,13,26,4,36
DSCAML1,99,282,78,143,47,125,5,5,1,1,0,0,0,0,0,0,0,0,0,2,0
RHOG,538,321,522,440,417,518,807,1228,585,1298,8941,9697,7834,6398,7112,1095,1163,1298,1343,921,1228
EPS8L2,242,293,266,226,580,4835,10,7,3,7,10,9,8,5,7,0,0,1,0,1,0
ZDHHC22,221,320,758,446,294,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO6,4121,4342,4853,5833,3877,4327,1526,2038,1167,1838,4042,2959,3242,3644,3890,998,1087,1080,1150,292,1000
ZBTB34,1862,1761,2102,2220,1302,944,477,517,566,419,1443,1305,1471,1741,1891,283,369,329,493,115,305
FAM9B,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
CETN1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM210A,860,548,693,700,736,706,158,286,161,221,609,569,380,301,290,216,213,248,244,106,246
TALDO1,4820,2111,4753,3854,4250,7053,4427,6375,4729,5036,5672,5863,4585,5387,4866,1547,1749,1678,1518,1207,1481
ULK1,4908,4514,6298,7262,4446,4365,366,457,437,336,1075,1473,1910,1682,1926,117,90,122,118,52,98
RIMKLA,141,604,466,475,199,63,0,2,0,5,5,4,5,5,2,1,0,0,4,2,1
CLVS1,36,142,125,114,20,13,2,8,2,9,0,0,0,0,0,0,0,0,0,1,0
B3GNT8,103,69,119,121,93,184,83,138,36,68,265,302,225,151,171,32,34,44,51,53,70
PUS1,1098,1047,1261,1673,1450,2879,176,325,79,384,956,924,624,459,428,251,167,304,280,171,259
CHD9,12614,14269,15261,18221,7648,9231,1110,1872,1004,1466,3074,2402,2200,2326,2402,701,770,777,879,232,658
SPACA4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM72,30,24,38,15,102,403,0,0,1,3,41,18,9,4,3,1,1,2,0,0,0
MAN1B1,2440,2984,3829,4675,1761,2648,762,1159,611,982,2333,2381,2684,2770,3016,579,529,615,640,480,567
DEFB103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNA3,26,137,146,255,109,19,26,3,10,28,0,0,1,2,0,0,0,0,0,0,0
FZD8,906,569,556,406,327,927,2,2,0,1,127,190,209,231,202,17,10,23,13,7,24
GJD4,1,0,2,3,7,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO39,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CLDN22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNA2,152,425,374,592,157,37,0,6,0,15,0,0,3,1,0,5,4,3,2,0,4
TOP3A,3522,3507,4179,4880,2196,1844,588,671,666,635,1570,1408,1499,1415,1549,243,268,275,330,110,246
CASKIN2,1577,1315,2297,2104,993,2263,50,118,68,102,78,72,70,73,102,100,81,113,145,63,109
