Gene_Name,Ramadoss_Neuron,Ramadoss_Neuron,Ramadoss_Neuron,Tian_Neuron,Tian_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Rummel_Neuron
BMS1P13,0,2,0,0,0,1,0,0,1,0,0,12,45,0,0,6,0
BMS1P15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
BMS1P16,0,0,0,0,0,0,0,0,0,1,3,44,66,23,0,4,2
BMS1P17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
BMS1P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS1P2,0,0,0,0,0,15,8,7,7,2,2,103,97,5,13,14,0
BMS1P22,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,1,0
BMS1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
BMS1P4,1,0,0,3,0,12,16,13,18,14,13,39,60,15,2,6,0
BMS1P7,0,0,0,0,1,2,8,0,5,3,2,95,287,28,0,58,1
BMS1P8,0,0,0,0,3,0,0,0,0,64,52,25,51,31,21,15,0
BMS1P9,0,0,0,0,0,7,4,7,11,5,2,20,17,8,0,1,0
BMT2,284,328,264,165,193,223,411,767,979,521,547,689,1145,342,108,220,172
BMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNC1,3,0,3,0,0,0,0,0,0,0,0,450,736,131,70,126,1
BNC2,870,761,847,244,296,1,3,13,19,4,7,3180,3914,452,233,627,3298
BNIP1,97,83,90,19,22,34,61,103,158,116,110,93,205,23,20,55,41
BNIP2,98,116,120,44,55,413,609,1010,1306,793,807,1196,1663,338,103,535,73
BNIP3,436,421,408,123,91,262,414,920,1026,1497,882,1262,2122,373,178,288,288
BNIP3L,1946,2182,1808,449,378,1369,2278,4750,6641,6358,5685,3891,6909,1203,437,1296,583
BNIP3P1,10,6,10,0,0,4,0,1,1,1,0,0,8,0,0,0,115
BNIP3P10,0,0,0,0,0,0,0,0,0,0,0,25,19,0,1,0,0
BNIP3P11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
BNIP3P13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
BNIP3P15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
BNIP3P16,0,0,0,0,0,0,2,2,1,0,0,6,0,0,0,0,0
BNIP3P17,0,1,0,0,0,0,1,1,0,0,0,10,30,1,0,10,0
BNIP3P18,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
BNIP3P19,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
BNIP3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P22,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
BNIP3P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
BNIP3P25,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,9,0
BNIP3P26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
BNIP3P27,0,1,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0
BNIP3P28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
BNIP3P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BNIP3P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P37,2,0,5,0,0,0,0,0,0,0,0,15,20,0,0,0,5
BNIP3P38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BNIP3P39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1
BNIP3P4,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0
BNIP3P40,0,0,0,0,0,0,0,2,0,0,0,21,4,0,0,5,0
BNIP3P41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P42,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
BNIP3P5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
BNIP3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
BNIP3P8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
BNIP3P9,0,0,0,0,0,1,1,1,2,0,0,54,96,13,4,6,0
BNIPL,4,4,7,1,0,1,4,3,6,0,0,16,13,11,0,0,3
BOC,12,2,0,1,0,1650,2184,2851,4164,1022,1268,1,72,9,0,11,4
BOD1,614,557,455,192,197,466,671,1195,1762,1436,1561,889,1822,260,75,322,177
BOD1L1,2829,2750,2635,350,481,1512,1962,2739,3933,2081,2270,5270,7787,1254,560,1645,3802
BOD1L2,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
BOD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOK,76,66,81,78,93,32,24,13,21,14,14,270,596,80,32,129,11
BOLA1,10,17,17,1,16,11,6,20,17,19,10,41,77,4,4,19,27
BOLA2,0,0,0,0,0,1,0,0,3,3,1,189,223,30,36,73,0
BOLA2B,4,4,2,0,1,0,1,0,3,0,0,144,484,8,7,85,0
BOLA2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA2P2,0,0,0,0,0,0,0,0,0,0,0,8,12,0,17,0,0
BOLA2P3,2,5,1,0,0,7,0,1,0,0,0,0,9,7,0,0,5
BOLA3,112,105,102,69,93,51,84,90,106,44,29,182,389,75,34,86,167
BOLA3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3P3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3P4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BOLL,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1
BORA,0,4,3,5,6,178,268,293,381,96,74,80,108,16,0,3,2
BORCS5,98,91,71,8,20,170,222,320,518,417,435,334,860,44,22,289,28
BORCS6,366,323,311,126,122,7,29,18,36,43,45,293,731,97,32,137,156
BORCS7,475,461,474,116,179,91,128,196,221,85,79,531,1046,204,77,177,219
BORCS7-ASMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORCS8,372,274,293,69,87,33,44,50,56,15,21,150,325,53,56,52,107
BORCS8-MEF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
BPGM,224,233,223,64,53,133,175,341,460,180,204,989,1639,261,121,285,130
BPHL,20,23,15,43,67,190,271,193,273,60,69,617,860,113,57,89,15
BPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB1,0,2,1,0,0,0,0,0,0,0,0,16,18,0,1,1,3
BPIFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BPIFB5P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB9P,1,1,0,0,0,0,0,0,0,0,0,15,5,0,0,0,1
BPIFC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPNT1,67,61,43,55,30,98,127,269,391,146,138,454,688,124,88,170,64
BPTF,4089,4095,3932,665,899,3083,4230,6000,8362,4675,5088,7044,9356,1936,541,1662,4166
BPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPY2DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAF,313,336,239,76,74,911,1263,1521,2092,1024,1168,2717,3579,559,235,787,159
BRAFP1,1,1,0,0,2,6,4,1,1,1,1,10,11,5,0,0,2
BRAP,125,122,77,32,27,259,370,709,876,308,319,735,1202,222,89,277,109
BRAT1,117,123,91,8,16,85,78,78,130,73,85,239,521,13,32,123,86
BRCA1,8,14,20,4,2,403,614,1005,1365,189,154,102,361,74,17,99,7
BRCA2,6,1,10,1,0,422,600,992,1271,140,153,21,55,19,6,5,4
BRCC3,439,475,481,59,65,226,354,394,470,107,98,1139,1494,153,64,320,263
BRCC3P1,2,1,10,1,0,10,11,9,7,6,4,7,5,0,4,0,4
BRD1,216,226,153,40,52,403,452,568,811,414,369,1206,2334,386,100,443,85
BRD2,1623,1534,1496,374,520,1498,1972,2840,4136,2046,2077,798,1528,66,74,170,830
BRD3,3005,2676,2373,956,1463,769,1118,1350,1871,769,898,2214,2791,390,227,600,1520
BRD4,2198,2030,1804,414,544,1200,1399,2375,3576,3044,3387,1386,1507,252,117,151,1699
BRD7,337,358,324,60,103,692,1089,1453,2298,1137,1199,1310,2665,499,142,375,435
BRD7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD7P2,18,22,22,0,0,8,5,5,11,8,6,0,0,0,0,0,92
BRD7P4,0,0,3,0,0,0,0,0,0,0,0,20,3,0,0,1,3
BRD7P5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD7P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD8,479,475,411,70,83,511,661,911,1294,815,934,1114,1689,284,142,410,347
BRD9,415,523,384,118,165,396,517,631,886,520,585,642,942,198,76,212,281
BRD9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD9P2,0,0,0,0,0,4,3,2,5,20,22,0,0,0,0,0,0
BRDT,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,17,0
BRDTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRF1,176,197,190,50,80,182,200,217,271,127,161,757,1587,211,137,448,200
BRF2,4,1,1,55,79,68,87,162,258,221,218,276,693,56,29,91,1
BRI3,1153,1105,1066,206,245,191,274,329,486,594,645,765,1256,223,76,271,276
BRI3BP,253,226,223,204,217,271,352,299,390,155,129,834,1248,233,94,243,123
BRI3BPP1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRI3P1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BRICD5,3,2,4,9,16,38,38,25,25,17,17,92,222,41,13,27,9
BRINP1,1248,1304,1134,300,298,145,161,66,99,14,18,770,1598,147,115,227,707
BRINP2,143,133,137,8,37,7,9,9,9,3,1,218,271,25,12,38,98
BRINP3,102,102,110,75,72,3,8,20,22,2,3,2802,5232,759,397,806,148
BRIP1,2,5,4,1,1,246,360,509,701,99,111,23,98,50,0,13,4
BRIX1,165,194,150,55,50,143,276,457,649,564,617,336,734,112,48,92,107
BRIX1P1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BRK1,2202,1936,1970,654,674,560,860,1478,2015,1326,1382,2202,4030,650,224,769,376
BRK1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRMS1,23,18,19,16,25,133,158,172,270,117,110,327,633,131,41,93,16
BRMS1L,119,180,172,30,88,172,272,295,382,208,177,605,940,138,91,240,129
BROX,213,164,167,41,55,349,564,979,1176,617,589,874,1381,230,118,301,94
BRPF1,186,162,157,42,67,139,207,346,462,376,375,507,910,120,61,158,107
BRPF3,191,136,118,27,45,485,730,694,922,594,591,820,1438,92,131,120,46
BRS3,0,9,0,1,4,1,0,0,0,1,0,2,0,0,0,0,0
BRSK1,82,74,77,120,187,273,341,387,563,399,426,2961,4691,744,300,826,44
BRSK2,697,669,523,241,330,489,464,311,374,208,220,1364,2349,353,142,379,454
BRWD1,1619,1643,1509,579,708,1837,2497,3530,5057,2978,3386,6986,13272,1559,793,2085,1264
BRWD1P1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1P3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BRWD3,228,286,196,52,91,673,866,1408,2031,1164,1195,1786,2831,412,185,476,233
BSCL2,2,4,0,2,1,45,48,29,31,13,19,3587,6586,709,325,1200,1
BSDC1,376,319,227,221,231,433,642,873,1371,1214,1325,1660,2872,418,168,569,178
BSG,296,390,370,119,115,717,841,1654,2216,1422,1607,3190,6634,784,343,1129,129
BSN,367,325,334,117,168,639,798,695,1036,409,512,3346,3434,327,179,621,187
BSND,0,0,0,0,0,0,0,0,0,1,1,6,19,0,1,6,0
BSNDP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSNDP2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BSNDP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSNDP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSPH1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSPRY,0,0,0,0,0,1,0,0,0,0,0,4,11,0,0,0,0
BST1,4,2,1,2,0,4,3,8,8,4,9,21,14,4,1,9,1
BST2,0,0,0,11,23,0,0,1,1,2,1,0,3,18,0,0,0
BSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTAF1,239,242,244,17,39,1135,1586,2009,2683,1833,2174,1919,2962,452,174,607,212
BTBD1,96,44,58,30,16,510,834,1331,1742,811,835,2576,4526,827,380,894,46
BTBD10,864,816,813,204,185,705,922,962,1317,1043,1125,2364,5549,822,313,913,450
BTBD10P1,7,14,21,0,0,0,0,0,0,2,0,0,0,0,0,0,3
BTBD10P2,0,0,0,0,0,3,5,5,5,6,1,5,17,0,0,0,1
BTBD11,90,53,79,12,19,65,86,144,206,110,119,584,1244,178,50,234,34
BTBD16,0,1,3,0,0,0,1,2,0,0,1,9,1,0,0,0,0
BTBD17,106,88,82,148,165,23,26,49,86,19,18,75,151,26,21,33,54
BTBD18,1,0,2,0,0,0,0,0,0,0,1,17,20,0,0,2,1
BTBD19,4,0,0,2,0,37,40,42,45,4,12,16,31,62,1,6,5
BTBD2,377,375,326,81,90,261,196,335,437,251,349,1137,1880,232,92,337,211
BTBD3,860,795,703,195,200,606,1032,1932,2639,1605,1711,1378,2162,298,229,432,28
BTBD6,240,248,241,85,119,102,168,191,269,112,121,692,1321,207,57,158,159
BTBD6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTBD7,894,751,734,249,255,412,588,929,1293,825,787,0,2344,0,0,0,576
BTBD7P1,0,0,0,0,0,0,0,1,0,0,0,5,2,3,2,1,0
BTBD7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD8,781,777,808,1,4,0,0,0,0,0,0,2130,3982,583,301,889,0
BTBD9,291,284,292,51,36,252,339,459,684,380,387,1464,2071,247,172,277,265
BTC,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0
BTD,76,90,105,0,7,25,35,60,94,43,50,180,260,39,20,68,11
BTF3,1232,1155,1099,256,274,1573,2390,4367,6025,5081,5981,2761,5525,804,378,1050,553
BTF3L4,1149,1072,1004,354,414,1081,1647,2445,3316,1180,1229,3319,6170,875,385,1037,323
BTF3L4P1,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,0,0
BTF3L4P2,0,5,0,0,0,7,3,1,6,0,3,250,60,38,0,57,1
BTF3L4P3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
BTF3L4P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3P10,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
BTF3P11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BTF3P12,0,0,0,0,0,0,0,1,0,0,0,4,6,3,3,5,0
BTF3P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTF3P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3P4,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
BTF3P5,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
BTF3P6,4,1,1,0,2,3,2,2,1,1,0,0,0,0,0,0,0
BTF3P7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BTF3P8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0
BTF3P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG1,904,842,850,281,340,603,1083,2021,2875,3463,3431,838,2181,256,119,443,655
BTG1P1,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0
BTG2,52,38,28,12,9,575,778,1450,2247,1475,1480,360,520,48,25,100,17
BTG3,50,65,61,11,11,214,316,733,1054,1312,1373,131,109,7,18,32,122
BTG3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK,0,0,0,0,0,0,0,0,0,2,1,0,17,0,0,2,0
BTLA,1,0,0,0,0,0,0,1,2,0,9,4,0,0,0,0,0
BTN1A1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BTN2A1,211,214,208,89,113,197,226,326,509,596,593,971,1386,344,99,234,183
BTN2A2,1,1,0,6,0,51,62,118,203,135,136,42,57,16,1,28,29
BTN2A3P,0,0,0,0,1,26,19,46,50,12,13,0,27,0,0,0,1
BTN3A1,69,42,41,11,3,43,57,143,201,62,65,185,395,45,17,50,99
BTN3A2,3,2,3,2,1,13,7,35,41,20,15,95,84,3,4,6,6
BTN3A3,0,0,0,2,1,19,27,16,40,4,3,0,9,0,0,23,6
BTNL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNL9,631,639,542,99,141,1,4,3,4,0,2,707,992,164,100,200,301
BTRC,489,476,431,132,175,961,1332,975,1273,245,235,2428,3566,356,212,630,369
BUB1,4,6,2,7,0,528,842,1002,1470,248,208,3,36,2,0,7,3
BUB1B,26,26,19,12,3,403,580,858,1263,122,119,170,105,19,0,26,8
BUB1B-PAK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUB1P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BUB3,711,869,788,193,268,795,1190,2003,2533,1719,1880,1644,3500,619,212,447,363
BUB3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUD13,77,76,57,49,60,252,371,418,613,324,314,354,602,68,38,63,48
BUD13P1,5,6,7,0,0,1,3,0,1,1,0,18,52,8,0,0,6
BUD31,173,189,179,232,266,166,218,382,506,345,357,656,1262,281,118,325,87
BUD31P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUD31P2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BVES,3,8,3,0,0,226,334,475,724,143,110,150,243,32,20,47,11
BX255923,0,0,0,0,0,0,0,5,2,0,0,0,12,0,0,0,0
BX842568,0,0,0,0,0,1,0,1,0,0,0,6,11,4,0,3,0
BYSL,82,98,74,62,47,88,141,266,404,196,245,211,343,53,26,37,45
BZW1,928,896,856,208,243,1679,2567,2942,3986,1857,1984,7845,14058,2650,838,2676,327
BZW1P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BZW1P2,5,11,4,0,0,10,14,10,14,10,16,111,188,68,0,46,5
BZW2,929,874,806,166,202,589,882,1354,2037,950,1054,2022,4442,681,252,851,512
C10ORF105,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0
C10ORF120,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0
C10ORF128,6,5,0,0,1,3,1,0,1,0,0,0,3,0,0,1,0
C10ORF142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10ORF53,2,0,0,0,0,0,0,0,0,0,0,16,12,0,0,9,0
C10ORF55,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
C10ORF62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10ORF67,6,5,2,3,1,1,0,1,4,1,1,0,1,0,0,0,3
C10ORF71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
C10ORF76,128,167,135,19,26,241,318,390,470,297,339,646,860,177,40,205,85
C10ORF82,17,15,15,39,29,0,1,0,1,0,1,73,172,0,23,27,15
C10ORF88,129,180,122,24,49,143,197,259,310,107,91,478,898,98,34,172,95
C10ORF90,1,0,0,0,0,0,0,0,1,2,0,8,12,0,0,0,0
C10ORF95,0,0,0,0,3,0,3,1,0,0,1,39,106,21,11,20,0
C10ORF99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11ORF1,135,124,89,39,30,139,195,273,366,257,283,159,330,81,31,74,75
C11ORF16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
C11ORF21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11ORF24,107,144,128,88,119,150,179,194,275,66,82,430,820,134,68,94,49
C11ORF42,0,0,0,0,0,0,0,0,0,0,0,11,7,0,2,1,1
C11ORF45,1,1,0,0,0,3,8,8,4,2,4,0,2,0,0,0,0
C11ORF49,463,416,401,118,152,358,453,560,789,335,390,958,1661,249,128,288,246
C11ORF52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
C11ORF53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11ORF54,112,79,103,30,43,133,219,235,294,127,138,279,688,103,44,158,56
C11ORF58,2318,2207,1856,1047,1284,1812,2667,2695,3799,1506,1708,3742,6840,951,335,1287,1155
C11ORF65,8,7,14,0,0,16,22,45,55,28,35,21,16,0,1,0,10
C11ORF68,363,300,349,46,70,116,139,157,203,138,138,320,609,29,29,97,202
C11ORF70,0,0,0,1,0,39,65,57,78,14,12,15,11,5,0,0,2
C11ORF71,107,144,123,22,33,103,122,105,184,125,109,402,662,113,41,115,49
C11ORF74,286,256,261,49,52,141,200,236,330,128,123,367,722,98,52,166,227
C11ORF80,27,11,18,0,10,220,249,184,227,124,150,624,690,67,44,123,22
C11ORF86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11ORF87,742,659,806,83,117,3,6,14,15,38,24,491,873,96,55,192,241
C11ORF88,0,0,0,0,1,0,1,0,0,0,0,19,9,7,0,0,0
C11ORF91,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C11ORF94,0,0,0,0,0,2,1,2,0,0,0,13,21,0,0,8,0
C11ORF95,530,543,525,172,252,989,1507,1293,1640,825,925,3102,5689,934,487,1199,157
C11ORF96,22,45,28,8,13,4,3,12,12,15,8,79,76,1,13,12,9
C11ORF97,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C11ORF98,0,0,0,1,2,0,0,0,0,0,1,347,605,131,35,143,0
C11ORF98P1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12ORF10,3,0,0,96,124,75,113,203,280,151,151,464,761,69,27,88,148
C12ORF29,100,100,106,5,17,102,143,241,333,110,122,277,392,90,32,99,58
C12ORF4,248,225,164,146,137,195,249,315,360,139,150,911,1431,175,70,384,231
C12ORF40,2,11,0,0,1,0,1,1,0,0,1,12,0,0,0,3,1
C12ORF42,0,0,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0
C12ORF43,303,210,238,40,60,112,145,196,274,87,99,477,847,66,63,141,189
C12ORF45,287,238,241,41,60,1578,2276,2128,3017,1050,1078,4593,5924,685,361,932,204
C12ORF49,704,714,647,292,369,769,1245,1857,2674,2258,2624,3203,5273,839,312,934,509
C12ORF50,5,5,0,2,0,0,0,0,0,2,0,1555,1537,253,110,300,2
C12ORF54,0,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0
C12ORF56,0,0,0,0,0,1,0,2,2,0,0,4,16,0,0,0,0
C12ORF57,1122,1295,1150,795,1085,132,148,258,312,152,170,753,1766,160,97,271,395
C12ORF60,21,29,24,0,3,11,28,57,79,39,51,36,106,0,11,2,6
C12ORF65,333,316,324,78,148,103,145,181,224,134,111,682,970,125,46,173,252
C12ORF66,22,23,32,11,15,45,75,164,288,149,175,91,344,121,12,54,13
C12ORF71,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
C12ORF73,484,459,497,161,74,93,129,185,273,202,212,418,496,77,52,81,206
C12ORF75,173,132,160,36,26,74,84,229,348,281,312,362,497,113,31,104,138
C12ORF76,427,364,359,326,375,127,173,360,432,372,443,1298,2038,367,113,363,137
C14ORF119,199,215,233,68,90,153,219,436,589,220,241,506,993,180,67,187,108
C14ORF132,2124,2157,1949,323,414,1557,2342,2489,3568,1168,1198,8342,13483,1714,718,2338,1014
C14ORF177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14ORF178,0,2,0,0,0,1,1,3,1,0,0,10,20,0,0,0,0
C14ORF28,46,30,33,11,5,35,48,74,97,34,17,175,166,46,5,44,20
C14ORF37,413,394,385,71,98,674,1094,1513,2192,645,701,1827,3178,650,149,392,403
C14ORF39,7,6,7,13,12,0,0,0,0,0,0,12,30,27,0,17,72
C14ORF93,25,16,21,2,3,46,69,123,173,94,104,74,199,30,6,13,12
C15ORF38-AP3S2,0,0,0,0,0,0,0,0,0,0,0,398,1032,221,48,132,0
C15ORF39,18,5,8,7,16,35,39,78,120,46,81,53,18,6,0,9,9
C15ORF40,135,126,120,37,35,212,250,254,341,284,252,682,758,98,229,105,127
C15ORF41,55,67,53,28,25,287,363,240,303,251,253,254,607,123,29,93,70
C15ORF48,0,1,1,0,0,0,1,0,0,0,0,5,0,0,2,0,0
C15ORF59,179,197,179,30,47,192,225,184,279,96,134,947,1694,149,79,358,64
C15ORF61,308,236,242,110,74,31,30,50,57,70,50,514,698,157,26,203,114
C15ORF62,8,3,1,0,0,4,1,0,0,0,0,61,74,7,0,12,4
C15ORF65,81,39,59,5,15,9,19,28,27,7,6,46,109,10,16,35,28
