Gene_Name,Processed_Ramadoss_iPSC_1,Processed_Ramadoss_iPSC_2,Processed_Ramadoss_iPSC_3,Processed_Lisowski_iPSC1,Processed_Lisowski_iPSC2,Processed_Lisowski_iPSC3,Processed_Susco_iPSC_1,Processed_Susco_iPSC_2,Processed_Susco_iPSC_3,Processed_Susco_iPSC_4,Processed_Susco_iPSC_5
AC016691,0,0,0,0,0,0,0,0,0,0,0
AC016694,0,0,0,0,0,0,0,0,0,0,0
AC016696,0,0,0,0,0,0,0,0,0,0,0
AC016700,0,0,0,0,0,0,0,0,0,0,0
AC016712,9,11,13,0,0,0,0,0,0,2,0
AC016716,0,0,1,2,0,3,0,0,0,0,0
AC016717,0,0,0,0,0,0,0,0,0,0,0
AC016724,0,0,0,0,0,0,0,0,0,0,0
AC016727,6,10,4,0,0,0,0,0,0,0,0
AC016734,5,36,39,4,7,11,0,0,0,0,0
AC016739,386,365,452,26,10,18,0,1,0,0,0
AC016772,0,0,0,0,0,0,0,0,0,0,0
AC016831,0,0,0,0,0,0,0,0,0,0,0
AC016894,0,1,0,7,8,14,0,0,0,0,0
AC016907,0,0,0,0,0,0,0,0,0,0,0
AC016908,0,0,0,0,0,0,0,0,0,0,0
AC016909,0,0,0,0,0,0,0,0,0,0,0
AC017019,0,0,0,0,0,0,0,0,0,0,0
AC017035,1,0,0,0,0,0,0,0,0,0,0
AC017078,0,0,0,0,0,0,0,0,0,0,0
AC017079,0,0,0,0,0,0,0,0,0,0,0
AC017081,0,0,0,1,0,0,0,0,0,0,0
AC017083,2,1,2,0,0,0,0,0,1,0,0
AC017104,0,0,1,5,0,2,0,0,0,0,0
AC018442,0,0,0,4,7,5,0,0,0,0,0
AC018463,2,3,3,0,0,0,0,0,1,0,0
AC018634,0,0,0,0,2,1,0,0,0,0,0
AC018641,5,4,0,28,25,20,8,3,0,1,0
AC018693,1,0,0,0,0,0,0,0,0,0,0
AC018712,0,0,0,0,0,0,0,0,0,0,0
AC018717,0,0,0,0,0,0,0,0,0,0,0
AC018735,0,0,0,0,0,0,0,0,0,0,0
AC018738,94,127,162,29,14,17,1,0,0,1,1
AC018755,0,0,0,1,3,5,0,0,0,0,0
AC018804,0,1,0,0,0,0,0,0,0,0,0
AC018865,0,2,0,0,0,0,0,0,0,0,0
AC018880,0,0,0,0,0,0,0,0,0,0,0
AC018892,0,0,0,0,0,0,0,0,0,0,0
AC019070,0,0,0,0,1,0,0,0,0,0,0
AC019080,11,8,3,0,0,1,0,0,0,0,0
AC019084,0,0,1,0,0,0,0,0,0,0,0
AC019097,2,1,0,2,2,4,24,1,13,10,0
AC019109,0,0,0,0,0,0,3,6,4,2,23
AC019129,0,0,0,2,0,0,0,0,0,0,0
AC019178,0,0,0,1,0,0,0,0,0,0,0
AC019181,2,0,1,1,0,0,0,0,0,0,0
AC019185,0,0,0,0,0,0,0,0,0,0,0
AC020550,0,0,0,6,16,12,0,0,0,0,0
AC020915,1,3,3,0,0,0,21,0,0,2,9
AC020983,0,0,0,0,0,0,0,0,0,0,0
AC021016,0,0,0,1,0,2,0,0,0,0,1
AC021876,0,0,0,0,0,0,0,0,0,0,0
AC022182,0,0,0,3,3,7,1,6,1,0,0
AC022210,12,12,19,7,5,9,0,0,2,0,0
AC023128,0,0,0,0,0,0,0,0,0,0,0
AC023271,0,0,0,0,0,0,0,0,19,0,0
AC023274,0,0,0,0,0,0,0,0,0,0,0
AC023347,0,0,0,0,0,0,0,0,0,0,0
AC023449,0,0,0,0,0,0,0,0,0,0,0
AC024067,0,0,0,0,0,0,6,0,0,0,0
AC024082,0,0,0,0,0,0,0,0,0,0,0
AC024560,0,0,0,350,432,381,165,106,203,191,210
AC024592,0,0,0,0,0,0,0,49,6,2,0
AC024937,0,0,0,0,0,0,0,0,0,0,0
AC025263,1,0,0,0,0,0,0,0,0,0,0
AC025750,0,0,0,0,0,0,12,0,0,0,0
AC026150,0,0,0,0,0,0,0,0,0,0,0
AC026185,0,0,0,0,0,0,0,0,0,0,0
AC026271,16,18,17,46,54,34,0,0,0,0,0
AC026954,0,0,1,3,3,7,11,0,0,0,0
AC027124,0,1,0,0,0,2,0,0,9,0,0
AC027612,0,0,0,0,0,0,78,6,97,45,10
AC034198,0,0,0,0,0,0,0,0,0,0,0
AC037459,0,0,0,0,0,0,1,0,0,4,0
AC053503,0,0,0,3,2,2,0,0,0,0,0
AC055876,0,0,0,0,0,0,0,0,0,0,0
AC060834,0,0,0,2,0,4,0,15,0,0,15
AC062016,0,0,0,0,3,1,0,0,0,0,0
AC062022,0,0,0,0,0,0,0,0,0,0,0
AC063976,0,0,0,2,3,0,0,0,0,0,0
AC063979,0,0,0,0,0,0,0,0,0,0,0
AC064836,0,0,0,0,0,0,0,0,0,0,0
AC064850,0,0,0,36,34,32,0,1,0,0,0
AC066692,0,0,0,0,0,0,0,0,0,0,0
AC067940,0,0,0,11,7,8,0,0,0,0,0
AC067945,0,0,1,7,4,4,0,0,0,0,0
AC068042,0,0,0,0,0,1,0,0,0,0,0
AC068044,0,0,0,0,0,0,0,0,0,0,0
AC068134,0,0,0,0,0,0,0,0,0,0,0
AC068135,0,0,0,0,0,0,0,0,0,0,0
AC068137,0,0,0,0,0,0,0,0,0,0,0
AC068279,0,0,0,0,0,0,5,0,12,7,0
AC068287,0,0,0,0,0,0,0,0,0,0,0
AC068491,0,0,0,0,0,0,5,0,0,0,0
AC068522,8,7,11,1,4,1,0,1,0,0,0
AC068533,0,0,0,0,0,0,36,0,0,5,0
AC068538,1,1,3,0,0,0,0,0,0,0,0
AC068657,3,1,0,0,0,0,0,1,0,2,11
AC068724,0,0,0,0,0,0,0,0,0,0,0
AC068831,2,3,3,9,6,9,0,0,0,1,0
AC069154,4,2,0,2,1,2,0,1,0,0,0
AC069157,0,0,0,0,0,0,0,0,0,0,0
AC069213,0,0,0,0,0,0,0,0,0,0,0
AC069257,0,0,0,0,0,0,0,0,0,0,0
AC069282,0,0,0,0,0,3,26,8,10,16,13
AC069368,0,0,0,1,2,7,3,0,0,3,38
AC069542,0,0,0,0,0,0,0,0,0,0,0
AC072052,0,0,0,9,9,11,16,0,0,7,0
AC072061,0,6,3,0,2,0,0,0,0,0,0
AC073052,3,4,0,42,45,33,0,0,20,2,0
AC073055,0,0,0,0,0,0,0,0,0,0,0
AC073063,2,13,14,2,0,1,0,0,0,0,0
AC073065,0,0,0,0,0,0,0,0,8,4,0
AC073072,0,0,0,3,7,6,1,0,0,1,0
AC073091,0,0,0,0,0,0,0,0,0,0,0
AC073109,1,2,1,2,2,5,0,0,0,0,0
AC073143,0,0,0,0,0,1,0,0,0,0,0
AC073150,0,0,0,0,3,3,0,0,0,0,0
AC073264,0,0,0,0,0,0,0,0,0,1,0
AC073310,0,0,0,0,0,0,0,0,0,0,0
AC073325,0,0,0,0,0,0,0,0,0,0,0
AC073387,0,1,0,0,22,14,0,0,0,0,0
AC073410,0,0,2,34,33,41,0,0,10,0,0
AC073415,0,1,0,13,30,19,0,0,0,0,0
AC073464,0,0,0,0,1,0,0,0,0,0,0
AC073465,0,0,0,0,0,0,0,0,0,0,0
AC073476,0,0,0,0,0,0,0,0,0,0,0
AC073551,0,0,0,16,17,17,2,0,0,0,0
AC073621,0,0,0,0,0,0,0,0,0,0,0
AC073850,0,0,0,0,0,0,0,0,0,0,0
AC073869,3285,2052,1646,0,0,0,0,0,0,0,0
AC073900,0,0,0,0,0,0,0,0,0,0,0
AC073987,0,0,0,0,0,0,0,0,0,0,0
AC074019,0,2,0,0,0,0,5,0,4,3,5
AC074117,36,19,17,197,160,212,0,0,0,0,0
AC074121,0,0,0,0,0,0,0,0,0,0,0
AC074141,13,6,2,181,128,161,37,51,70,22,20
AC074290,0,0,0,0,0,0,0,0,0,0,0
AC074338,0,0,0,1,0,0,0,0,0,0,0
AC074367,4,2,0,2,9,7,0,0,0,0,0
AC074375,0,0,0,0,0,0,0,0,0,0,0
AC078899,1,0,3,6,1,3,0,0,0,0,0
AC078974,0,0,0,0,0,0,0,0,0,0,0
AC079112,0,0,0,0,0,0,0,0,0,0,0
AC079150,0,0,0,0,0,0,0,0,0,0,0
AC079248,1,3,1,0,0,0,0,0,0,0,0
AC079250,181,175,151,8,3,3,1,1,0,1,1
AC079305,1,0,4,6,3,3,0,0,0,0,0
AC079325,0,0,0,0,0,0,0,0,0,0,0
AC079354,0,0,0,4,1,3,0,0,0,0,14
AC079395,0,0,0,0,0,0,0,0,0,0,0
AC079448,0,0,0,0,0,1,0,0,0,0,0
AC079741,2,0,0,3,0,9,0,0,0,0,0
AC079753,0,3,0,5,7,10,2,0,0,2,0
AC079776,0,0,0,0,0,0,0,14,0,2,0
AC079780,0,0,0,5,9,19,0,0,0,0,0
AC079781,0,0,0,0,0,0,0,0,0,1,0
AC079807,10,4,9,0,0,0,0,0,0,0,0
AC079809,0,0,0,0,0,0,0,0,0,0,0
AC079834,0,1,1,0,0,0,0,1,0,0,0
AC079922,16,11,18,2,3,0,0,0,0,0,0
AC079987,0,0,0,0,0,2,0,0,0,0,0
AC080125,0,0,4,0,0,0,0,0,0,0,0
AC083760,0,0,0,0,0,0,0,0,0,0,0
AC083822,0,0,0,0,0,0,0,0,0,0,0
AC083855,0,0,0,0,0,0,0,0,0,0,0
AC083862,1,0,0,0,0,0,0,0,0,0,0
AC083863,0,0,0,0,0,0,0,0,0,0,0
AC083873,8,10,3,3,3,5,0,0,0,0,0
AC083875,0,0,4,0,0,0,0,0,0,0,0
AC083899,1,1,0,90,95,93,125,76,165,74,99
AC083939,0,0,0,0,0,0,0,0,0,0,0
AC084121,0,0,0,0,0,0,0,0,0,0,0
AC084290,0,0,0,0,0,0,0,0,0,0,0
AC087163,0,0,0,0,0,0,0,0,0,0,0
AC087499,0,0,0,0,0,0,0,0,0,0,0
AC087650,0,2,1,0,0,0,0,0,0,0,0
AC090018,0,1,0,0,0,0,0,0,0,0,0
AC090283,0,0,0,0,0,0,0,0,0,0,0
AC090286,0,0,0,0,0,0,8,0,0,0,0
AC090453,0,0,0,0,0,0,0,0,0,0,0
AC090498,13563,15900,14573,254,107,150,0,0,0,0,0
AC090505,0,0,0,0,0,2,0,0,0,0,0
AC090602,0,6,5,0,0,1,0,0,0,0,1
AC090625,0,0,0,0,0,0,0,0,0,0,0
AC090774,0,0,0,0,5,3,0,3,0,0,0
AC090954,0,0,0,0,0,0,0,0,0,0,0
AC090955,0,0,0,0,0,0,0,0,0,0,0
AC090958,0,0,0,0,0,0,9,0,0,1,0
AC090960,0,0,0,0,0,0,0,0,0,0,0
AC091492,0,2,0,0,0,0,0,0,0,0,0
AC091493,33,34,26,3,0,1,0,0,0,0,0
AC092013,0,0,0,0,0,0,0,0,0,0,0
AC092066,2,0,0,0,0,0,0,0,0,0,0
AC092106,0,0,0,0,0,0,0,0,0,0,0
AC092155,1,1,0,0,0,0,0,0,0,0,0
AC092162,0,0,0,0,0,0,0,0,0,0,0
AC092170,0,0,0,7,4,5,0,0,0,0,0
AC092421,0,0,0,0,0,0,0,0,0,0,0
AC092568,0,0,0,0,0,0,0,0,0,0,0
AC092569,0,0,0,1,6,5,0,0,0,0,0
AC092570,0,0,0,0,0,0,0,0,0,0,0
AC092573,1,0,2,0,0,3,0,0,0,0,0
AC092580,0,0,0,0,0,0,0,0,0,0,0
AC092601,0,0,0,0,0,0,0,0,0,0,0
AC092628,0,0,0,0,0,0,0,0,0,0,0
AC092638,0,0,0,0,0,0,0,0,0,0,0
AC092641,0,5,0,0,0,1,0,0,0,0,0
AC092642,0,0,0,0,0,0,0,0,0,0,0
AC092646,0,0,0,0,2,0,0,0,0,0,0
AC092651,0,0,0,0,0,0,0,0,0,0,0
AC092798,0,0,0,0,1,0,0,13,6,3,0
AC092835,114,115,103,214,258,187,115,47,72,74,107
AC092933,0,0,0,2,0,1,29,5,18,14,9
AC093063,0,0,0,0,0,0,0,0,0,2,0
AC093084,0,0,0,0,0,0,0,0,0,0,0
AC093106,0,0,0,1,0,0,0,0,0,0,0
AC093107,0,0,0,0,0,0,0,0,0,0,0
AC093142,0,0,1,0,0,0,0,0,0,0,0
AC093162,4,1,5,0,0,0,0,0,0,0,0
AC093166,0,0,0,0,0,0,0,0,0,0,0
AC093323,99,138,189,158,243,202,405,162,419,358,338
AC093616,0,0,0,13,12,9,130,46,124,73,45
AC093642,0,0,0,23,24,30,10,6,31,12,17
AC093698,0,0,0,0,2,1,0,0,0,1,0
AC093716,0,0,0,0,1,0,0,0,0,0,0
AC093724,0,0,0,1,0,0,15,5,12,23,0
AC093787,0,0,0,0,0,1,0,0,0,0,0
AC093826,0,0,0,0,0,0,5,0,0,0,0
AC093850,0,0,0,0,0,1,0,0,0,0,0
AC093899,0,0,0,0,0,0,0,0,0,0,0
AC094019,0,0,0,0,0,0,0,0,15,0,0
AC096553,0,0,0,0,1,0,0,0,0,0,0
AC096582,0,0,0,0,0,0,0,0,0,0,0
AC096649,0,0,0,0,0,0,0,0,0,0,0
AC096664,0,0,0,1,2,1,0,0,0,0,0
AC096775,0,0,0,0,0,0,0,0,0,0,0
AC096921,0,0,0,1,0,0,8,0,0,1,0
AC097359,0,0,0,1,0,0,0,0,0,0,0
AC097374,0,0,0,5,1,0,0,0,0,0,0
AC097463,0,0,0,0,0,0,0,0,0,0,0
AC097499,0,0,0,0,0,0,0,0,0,0,0
AC097523,2,7,7,0,0,0,0,0,0,0,0
AC097533,0,0,0,2,0,1,0,0,0,0,0
AC097713,0,0,0,0,0,0,0,0,0,0,0
AC097721,0,0,0,11,16,6,10,0,0,0,1
AC098592,0,0,0,0,0,0,0,0,0,0,0
AC098614,0,0,0,14,8,7,0,0,0,0,0
AC098824,8,3,2,0,0,0,0,0,0,0,0
AC098826,0,0,0,0,0,0,0,0,0,0,0
AC098828,0,0,0,0,0,0,0,0,0,0,0
AC098831,0,0,0,0,0,0,0,0,0,0,0
AC099535,0,0,0,2,0,0,0,0,0,4,0
AC099799,0,0,0,0,0,0,0,0,0,0,0
AC103563,0,0,0,0,0,0,0,0,0,0,0
AC103564,0,0,0,0,0,0,0,0,0,0,0
AC104058,0,0,0,13,15,16,0,0,0,0,0
AC104076,0,1,1,1,0,9,0,0,0,0,0
AC104131,0,0,0,2,0,0,0,0,0,0,0
AC104297,3,1,0,0,0,2,0,0,0,7,11
AC104304,2,1,10,0,0,2,0,0,1,3,1
AC104306,0,0,0,0,0,0,0,0,0,0,0
AC104308,0,0,0,0,0,0,0,0,0,0,0
AC104389,0,0,0,1,3,3,0,0,0,3,0
AC104451,0,1,0,3,2,0,0,0,0,0,0
AC104532,0,0,0,2,0,0,0,0,0,0,0
AC104534,0,0,0,0,0,0,0,0,0,0,0
AC104634,0,0,0,0,0,0,0,0,0,0,0
AC104651,0,0,0,0,0,0,0,0,0,0,1
AC104698,0,0,0,0,0,0,0,0,0,0,0
AC104772,0,0,0,0,0,0,9,0,0,0,0
AC104843,13,6,2,0,0,0,0,1,0,1,0
AC104978,0,0,0,0,0,0,0,0,0,2,0
AC105339,1,0,0,1,5,3,0,1,10,3,0
AC105342,0,0,0,0,0,0,0,0,0,0,0
AC105399,1,2,0,0,0,0,0,0,0,0,0
AC105402,9,11,8,1,0,0,0,0,0,0,0
AC105443,0,0,0,0,0,0,0,0,0,0,0
AC106883,0,0,0,0,1,0,0,0,0,0,0
AC106901,0,0,0,0,0,0,0,0,0,0,0
AC107083,0,0,0,0,0,0,0,0,0,0,0
AC107399,0,0,0,0,0,0,0,0,0,0,0
AC107982,0,0,0,0,0,0,0,0,0,0,0
AC107983,2,4,0,0,0,1,0,0,0,0,0
AC108032,0,0,0,0,0,0,0,0,0,0,0
AC108039,0,0,0,0,0,0,0,0,0,0,0
AC108059,0,0,0,0,0,0,0,0,0,0,0
AC108448,43,39,30,1,2,5,0,0,0,0,0
AC108463,1,0,2,4,10,5,0,0,0,0,0
AC108479,0,0,0,0,0,0,0,0,0,0,0
AC108868,0,0,0,0,0,0,0,0,0,0,0
AC108938,0,0,0,0,0,0,0,0,0,0,0
AC109631,0,0,0,0,0,0,14,13,0,0,0
AC109638,0,0,0,0,0,0,0,0,0,0,0
AC110620,0,0,0,0,0,0,0,0,0,0,0
AC110754,0,0,0,0,0,0,0,0,0,0,0
AC110926,0,1,0,0,0,0,38,43,14,46,39
AC111200,0,0,0,0,0,0,0,4,1,0,0
AC112198,0,0,0,2,4,0,0,0,0,6,0
AC112220,0,0,0,0,0,0,0,0,0,0,0
AC112229,0,0,0,0,0,0,0,0,0,0,0
AC112497,0,0,0,0,0,1,16,0,14,0,11
AC113404,0,0,0,9,5,6,0,1,0,0,0
AC113618,0,0,0,0,0,0,0,0,0,0,0
AC114737,1,2,0,0,1,2,0,0,0,0,0
AC114755,0,0,0,0,0,0,0,0,0,0,0
AC114760,0,0,0,0,0,0,0,0,0,0,0
AC114776,0,0,0,0,0,0,7,0,6,0,1
AC114812,0,0,0,0,0,0,0,0,0,0,0
AC114814,0,0,0,0,0,0,0,0,0,0,0
AC114973,0,0,0,0,0,0,0,0,0,0,0
AC115115,0,0,0,0,0,0,0,0,0,0,0
AC115283,0,0,0,0,0,0,0,0,0,0,0
AC116050,0,0,0,0,0,0,0,0,0,0,0
AC117490,0,0,0,0,0,2,0,0,0,0,0
AC117947,0,0,0,0,0,0,0,0,0,0,0
AC119403,1,4,1,0,0,1,0,0,0,0,0
AC121251,0,0,0,0,0,0,0,0,0,0,0
AC123900,0,0,0,0,0,0,0,0,0,0,0
AC124944,0,0,0,0,1,0,0,0,0,0,0
AC125232,0,0,0,168,105,115,509,363,645,516,433
AC125238,0,0,0,0,0,0,0,0,0,0,0
AC125634,0,0,0,0,0,0,0,0,0,0,0
AC126365,0,0,0,0,0,1,0,0,0,0,0
AC127383,0,0,0,0,0,0,0,0,0,0,0
AC127391,0,0,0,0,0,0,0,0,0,0,0
AC128677,0,0,0,0,0,0,0,0,0,0,0
AC129778,0,0,0,0,0,0,8,0,0,8,0
AC130360,0,0,0,0,0,0,0,0,0,0,0
AC130464,0,0,0,0,0,0,0,0,0,0,0
AC130709,0,0,0,0,0,0,0,0,0,2,0
AC131097,0,0,0,0,0,1,10,0,0,1,0
AC132008,0,0,0,0,0,0,0,0,10,0,0
AC132479,0,0,0,0,0,0,0,0,0,0,0
AC133104,0,0,0,0,0,0,0,0,0,0,0
AC133141,0,0,0,0,0,0,0,0,0,0,0
AC133644,0,0,0,0,0,0,0,0,0,0,0
AC133965,0,2,0,0,1,2,0,0,0,1,0
AC134915,0,0,0,0,0,0,0,0,0,0,0
AC135999,0,1,0,0,0,0,0,0,0,0,0
AC136896,0,0,0,0,0,0,0,0,0,0,0
AC137527,0,0,0,0,0,0,0,0,0,0,0
AC137675,0,0,0,0,0,0,0,0,0,0,0
AC138035,0,4,0,28,25,34,0,0,0,0,0
AC138517,0,0,0,0,0,0,0,0,0,0,1
AC138623,0,0,0,0,0,0,0,0,0,0,0
AC138647,0,0,0,0,0,0,0,0,0,0,0
AC138649,9,12,5,0,0,0,0,0,0,0,0
AC138969,0,1,0,6,14,13,219,392,167,302,166
AC139085,0,0,0,0,0,0,0,0,0,0,0
AC139103,0,0,0,0,0,2,0,0,0,3,0
AC139143,0,0,0,0,0,0,0,0,0,0,0
AC139712,0,0,0,0,0,0,0,0,0,0,0
AC140076,0,0,0,0,0,0,0,0,0,4,0
AC140725,0,1,2,0,0,0,0,0,0,0,0
AC141586,0,0,0,42,46,40,62,70,39,71,36
AC144530,94,110,45,2,1,1,0,4,0,2,0
AC144568,0,0,0,0,0,0,0,0,0,0,0
AC152010,0,0,0,0,0,0,0,0,0,0,9
AC159540,0,0,0,0,2,4,8,14,3,5,0
AC226119,0,0,0,0,0,0,0,0,0,3,0
AC226150,0,0,0,0,0,0,0,0,0,0,0
AC231657,0,0,0,4,1,0,0,0,0,0,0
AC243756,0,0,0,0,0,1,0,0,0,0,0
ACAA1,6,14,6,346,349,309,187,63,111,139,149
ACAA2,915,1281,1123,1633,1340,1363,3499,1739,3081,2720,3067
ACACA,512,589,573,10198,9260,9200,5847,3246,4282,3508,5717
ACACB,42,57,57,511,333,460,267,140,634,219,272
ACAD10,50,55,45,704,617,635,545,321,424,354,490
ACAD11,0,0,1,19,20,35,1301,600,1168,902,1087
ACAD8,497,566,469,848,706,762,872,725,1011,568,638
ACAD9,179,143,181,479,468,541,371,217,518,271,290
ACADL,1,1,2,0,1,1,55,35,51,20,25
ACADM,591,701,718,574,866,752,844,559,847,713,706
ACADS,78,70,29,67,24,40,200,66,88,149,140
ACADSB,68,104,82,532,829,732,677,679,484,436,859
ACADVL,380,425,460,1668,1113,1137,1514,905,967,993,1175
ACAN,10,9,12,24,39,48,277,21,58,43,17
ACAP1,31,27,31,155,104,153,455,432,413,418,642
ACAP2,178,255,265,2344,2419,2484,2465,996,1991,1471,1861
ACAP3,29,28,33,67,81,92,246,460,407,103,277
ACAT1,94,162,204,441,349,367,727,496,729,568,723
ACAT2,43,63,72,3130,2451,2535,1388,806,1092,1275,1191
ACBD3,849,933,876,1501,1320,1415,2440,1432,2544,1814,2282
ACBD4,25,20,6,135,72,98,197,128,221,151,161
ACBD5,196,151,155,746,663,738,767,310,341,641,518
ACBD6,384,425,561,470,482,536,749,423,1023,714,774
ACBD7,65,90,56,92,28,62,486,265,511,362,360
ACCS,7,5,6,58,59,70,20,25,61,52,75
ACCSL,0,0,0,2,1,0,0,0,0,0,0
ACD,80,120,114,122,87,113,373,127,213,215,213
ACE,3,8,12,25,39,46,77,49,83,88,45
ACE2,0,0,0,3,3,6,1,0,0,0,0
ACE3P,0,0,0,0,0,0,0,0,0,0,0
ACER1,0,0,0,0,0,0,0,1,1,3,0
ACER2,9,4,2,165,174,154,237,153,184,144,208
ACER3,146,175,138,419,597,572,560,308,291,434,554
ACHE,16,13,19,23,69,66,30,11,20,15,40
ACIN1,891,932,653,4710,4569,4743,2353,1435,2267,1781,2429
ACKR1,1,2,0,2,0,4,6,0,0,0,0
ACKR2,0,1,1,2,4,2,11,0,0,2,53
ACKR3,11,21,27,24,9,6,7,7,30,9,35
ACKR4,0,2,0,0,1,1,10,14,26,8,6
ACLY,1748,2129,2151,11297,8312,9308,7850,4621,7062,6400,5926
ACMSD,0,0,1,0,0,0,8,0,0,14,1
ACO1,267,299,286,2128,1523,1575,1987,1158,1835,1589,1466
ACO2,77,79,67,1330,936,1115,1652,874,1195,1245,1217
ACOD1,0,0,0,0,0,0,0,0,13,0,0
ACOT1,1,7,2,14,8,16,31,10,37,25,7
ACOT11,14,21,8,67,87,67,175,179,257,131,92
ACOT12,1,0,0,0,4,0,0,0,0,0,0
ACOT13,228,244,263,323,210,254,2168,1326,2623,1914,2192
ACOT2,55,53,41,43,33,49,57,31,56,56,64
ACOT4,0,0,0,12,13,11,15,8,56,17,12
ACOT6,0,0,1,1,0,0,1,0,0,5,0
ACOT7,1158,1013,1128,642,518,679,1034,431,602,674,524
ACOT8,41,55,77,170,226,194,371,178,325,239,279
ACOT9,182,175,125,427,581,487,1038,451,1273,833,826
ACOX1,377,311,290,1214,1344,1285,1469,1036,2063,1133,867
ACOX2,3,4,11,28,17,14,7,13,13,9,19
ACOX3,90,67,63,152,137,164,212,164,334,131,103
ACOXL,14,18,17,22,96,68,94,63,36,58,125
ACP1,1199,1387,1267,1433,1280,1291,2497,1645,2620,1970,2078
ACP2,367,295,232,264,174,222,216,171,282,234,125
ACP5,0,1,0,15,17,34,136,100,225,101,197
ACP6,64,109,72,594,799,757,348,247,685,302,574
ACP7,0,0,0,0,0,1,3,8,0,5,0
ACPP,0,2,3,21,27,21,8,0,0,21,6
ACR,0,0,0,3,11,4,5,8,0,3,0
ACRBP,1,0,0,22,20,26,50,32,35,49,42
ACRV1,13,18,37,1,0,1,0,0,25,2,0
ACSBG1,5,4,3,54,33,43,69,237,82,143,96
ACSBG2,0,0,1,0,0,1,0,0,0,9,0
ACSF2,16,23,20,225,159,147,218,83,244,150,99
ACSF3,60,65,71,235,189,201,185,508,233,167,225
ACSL1,13,18,5,198,193,188,194,132,279,285,252
ACSL3,1427,1596,1431,3558,4893,4495,3148,1966,2309,2343,2452
ACSL4,290,483,487,2247,2474,2311,1974,1262,1564,1420,1644
ACSL5,0,2,5,0,1,0,0,0,0,0,1
ACSL6,11,10,4,10,26,22,69,74,74,30,171
ACSM1,1,0,9,3,0,0,0,29,3,3,0
ACSM2A,0,0,0,0,1,0,33,0,41,9,0
ACSM2B,0,0,0,0,0,0,13,0,0,9,29
ACSM3,4,2,0,121,125,89,506,120,349,239,148
ACSM4,0,0,0,0,1,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0,0,0
ACSM5P1,0,0,0,0,0,0,0,0,0,0,0
ACSM6,2,3,0,1,1,0,9,0,17,2,3
ACSS1,14,14,6,26,18,18,52,23,22,29,19
ACSS2,40,40,34,1289,875,936,1086,473,444,540,415
ACSS3,61,86,93,928,1045,949,783,540,759,802,718
ACTA1,4,2,2,4,6,6,37,34,67,41,53
ACTA2,0,0,0,27,29,23,21,37,34,45,40
ACTB,18190,22384,26713,73477,40511,52039,71846,42738,61292,54358,56128
ACTBL2,0,0,0,0,0,0,0,0,0,0,0
ACTBP1,0,0,0,0,0,0,0,0,0,0,0
ACTBP11,0,0,0,1,0,0,0,0,0,0,0
ACTBP12,0,0,1,0,0,0,0,0,0,0,0
ACTBP13,0,0,0,0,1,2,6,0,15,4,10
ACTBP14,0,0,0,0,0,0,0,0,0,0,0
ACTBP2,1,0,0,2,0,0,1,0,0,0,0
ACTBP6,0,0,0,0,0,0,0,0,0,0,0
ACTBP7,4,0,0,7,10,10,0,0,5,0,0
ACTBP8,0,0,0,0,0,0,0,0,1,0,0
ACTBP9,0,0,0,0,0,0,1,0,0,0,0
ACTC1,0,2,0,34,30,33,664,411,724,355,493
ACTG1,35738,35548,39252,61155,35095,41961,50231,31367,42051,36312,38805
ACTG1P1,0,0,0,13,7,13,46,0,15,4,9
ACTG1P10,0,6,0,0,0,1,17,4,5,9,10
ACTG1P12,0,0,0,2,10,6,0,0,0,0,0
ACTG1P13,0,0,0,0,0,0,0,0,0,0,0
ACTG1P14,0,0,0,10,2,8,0,0,0,1,0
ACTG1P15,0,0,0,0,0,0,0,0,0,0,0
ACTG1P16,0,0,0,0,0,0,0,0,0,0,0
ACTG1P17,3,4,3,20,22,28,8,1,62,29,21
ACTG1P18,0,0,0,0,0,0,0,0,0,0,0
ACTG1P19,0,0,0,1,2,0,0,0,0,0,0
ACTG1P2,0,0,0,0,0,0,1,0,1,0,0
ACTG1P20,0,0,0,20,13,24,0,0,1,5,0
ACTG1P21,0,0,0,0,0,0,0,0,0,0,0
ACTG1P22,0,0,0,0,0,0,10,0,0,0,0
ACTG1P23,0,0,0,0,0,0,0,0,0,0,0
ACTG1P24,0,0,1,7,3,6,0,5,0,2,5
ACTG1P3,0,0,0,15,24,20,0,0,0,1,3
ACTG1P4,0,0,0,0,0,0,1,0,0,0,0
ACTG1P9,0,0,0,0,0,0,7,0,1,0,0
ACTG2,53,11,25,41,10,13,49,18,289,48,60
ACTL6A,164,309,310,1824,1643,1677,1126,862,940,911,1109
ACTL6B,2,2,1,2,5,1,18,22,11,9,38
ACTL7A,0,0,0,0,0,0,0,0,0,0,0
ACTL7B,0,0,0,0,3,2,0,0,0,0,0
ACTL8,29,44,25,2,1,2,0,0,0,0,0
ACTL9,0,0,0,0,0,0,0,0,0,0,0
ACTN1,2999,3005,2530,4044,2656,3061,4713,2041,4180,3139,3417
ACTN2,10,8,9,27,29,44,0,24,15,8,12
ACTN3,0,1,1,278,96,156,799,384,705,604,797
ACTN4,736,701,684,3531,2505,2883,5792,2862,4767,3682,4078
ACTN4P1,0,0,0,0,0,0,0,0,0,0,0
